kozterulet;hosszusag;szelesseg;funkcio
Kubikos utca;2,4;1,7;gardrób
Szilánk köz;4,2;4,8;fürdőszoba
Kard utca;2,7;2,8;terasz
Orgona sor;3,9;2,4;háló
Rókus utca;3;2,3;fürdőszoba
Kölcsey Ferenc utca;4,7;4,3;háló
Szentiváni dűlő;4,2;4,7;háló
Felsőpércsi utca;2,8;2,9;háló
Boglárka utca;2,9;3,1;konyha
Pék utca;2,2;3,7;háló
Szarvas tér;1,7;1,8;kamra
Kolónia utca;1,1;1,3;WC
Május 1. utca;3;3,6;háló
Ív utca;3,2;4;fürdőszoba
Hattyas utca;6,1;6,3;nappali
Czibula utca;6,2;7;nappali
Ifjúság útja;3,6;3,3;háló
Remenyik Zsigmond utca;0,9;0,8;kamra
Nagyecsed utca;2,8;2;erkély
Zsolnai utca;2,2;2,9;háló
Egyetem tér;3,8;2,5;háló
Déri tér;1,5;1,9;kamra
Szentmihályteleki utca;3,7;2,7;háló
Nagyfekete út;3,4;2,6;kamra
Verőszala utca;2,8;4,7;háló
Lilla köz;5,3;4,3;nappali
Gyékényesi út;2,1;3;gardrób
Puska utca;4,3;2,6;konyha
Béke utca;6;5,3;nappali
Verőszala utca;3,4;4,5;háló
Pacsirta utca;2,8;2,9;dolgozószoba
Kormorán utca;2,7;4;fürdőszoba
Szentiváni dűlő;3,2;2,1;dolgozószoba
Bognár utca;3,8;6;konyha
Rebarbara utca;0,9;0,8;kamra
Bornemissza utca;4,6;6,9;nappali
Knézich Károly utca;3;4,1;fürdőszoba
Eszperantó tér;2,8;3,7;háló
Törő utca;2,8;2,5;fürdőszoba
Palotás utca;4,2;4;háló
Nagy Jenő utca;1,5;1,8;kamra
Remenyik Zsigmond utca;2,2;3,5;háló
Vadmálna utca;2,2;4,2;fürdőszoba
Bihari utca;2,4;2,6;dolgozószoba
Hajnalcsillag utca;2,1;3,5;háló
Kecsege utca;0,9;1;kamra
Szarvas tér;3,9;3,8;háló
Krisztina utca;3;2,3;háló
Pasztinák köz;3,9;2,5;háló
Orgona sor;1,5;1,4;kamra
Knézich Károly utca;4,9;4;nappali
Petőfi Sándor utca;3,6;3,4;háló
Guti utca;5,8;4,8;nappali
Csúcs utca;2,3;2,1;konyha
Báthori utca;3,9;3,1;dolgozószoba
Petresi utca;1,7;2,8;erkély
Debreceni út;3,7;2,3;háló
Pék utca;2,4;1,2;erkély
Parittya utca;2;1,4;WC
Gőz utca;3;3,3;háló
Hatvan utca;2,1;2,9;fürdőszoba
Vadkörte utca;3;2,1;háló
Hajós Alfréd utca;4,1;3,5;háló
Nagybecskereki utca;3,1;2,9;dolgozószoba
Föld utca;4;2,6;dolgozószoba
Ostoros utca;3;3,5;mosókonyha
Körtvélyes utca;1,4;1,5;kamra
Mocsáry Lajos utca;4,9;4,9;fürdőszoba
Pelyva utca;3;2,6;háló
Orgona sor;3,5;2,2;fürdőszoba
Szikra utca;2,5;4;háló
Orgona sor;4,4;3,9;háló
Parittya utca;2,6;3,3;gardrób
Kormosalma utca;4,7;2,4;fürdőszoba
Vénusz utca;2;3,5;gardrób
Ív utca;1,2;1,8;WC
Újhelyi köz;3,9;4;háló
Verőszala utca;6,7;6,3;nappali
Kövirózsa utca;3,4;3,3;fürdőszoba
Közép fasor;2,3;3;háló
Stadion utca;1,7;1,1;WC
Lőcsei utca;2,2;2,5;erkély
Háló utca;2,8;2,6;fürdőszoba
Szék utca;4,1;4,6;nappali
Kórház utca;3,3;4,4;háló
Görgény utca;4,7;4,1;nappali
Május 1. utca;3;3,2;dolgozószoba
Fehérpart utca;2,4;2,9;kamra
Báthori utca;4,2;6,2;nappali
Kiskút utca;3,9;1,7;kamra
Páfrány utca;4,2;4;nappali
Sármás utca;1,3;1,2;WC
Küküllői utca;3,9;2,9;fürdőszoba
Acél utca;4,9;4,6;fürdőszoba
Kozma utca;1,2;1,4;WC
Trencsén utca;2,2;1,4;erkély
Géresi utca;2,1;2,3;gardrób
Pemetefű utca;2;1,4;kamra
Csobánka utca;1,5;1,2;erkély
Szikigyakor utca;1,2;1;WC
Futrinka utca;3,7;2,6;háló
Kincseshegy utca;3,6;4;konyha
Rézöntő utca;3,1;3,6;konyha
Orsolya utca;3,4;5,8;konyha
Ráchegy utca;3,7;2,9;dolgozószoba
Malvin utca;4,9;4,9;nappali
Hasító utca;3,9;4,3;nappali
Közép fasor;2,2;2,3;háló
Csemete utca;4,9;4,3;nappali
Kürt utca;3,6;3;konyha
Pisztácia utca;2,7;3,3;háló
Gyimesi utca;3,9;1,9;kamra
Szalmafonó utca;4,8;3,7;nappali
Gesztenyési út;4,1;5,1;nappali
Dinnyés utca;3;3,8;dolgozószoba
Fecske köz;1,1;1,5;WC
Gyevi utca;2,8;3,1;konyha
Haláp utca;2;3,9;háló
Vadrózsa sor;1,9;1,3;WC
Kolónia utca;3;2;fürdőszoba
Tinódi Sebestyén tér;1,6;2;erkély
Pinty utca;4,2;6,6;nappali
József Attila sugárút;6,5;5,1;nappali
Egyetem tér;1,7;2,2;erkély
Százados utca;4,8;6,8;nappali
Nárcisz köz;3,2;3,3;háló
Rutafű utca;1,4;1,2;WC
Ostoros utca;3,8;3,1;háló
Ág utca;1,6;1,8;WC
Rozmaring utca;2;4,7;fürdőszoba
Szordasi út;3,6;3,9;háló
Dolgos utca;2,8;2,7;háló
Szamóca utca;2,9;2,5;fürdőszoba
Balzsamfű utca;1,6;1,5;WC
Ostoros utca;5,2;4,1;nappali
Keszi utca;3,2;4,4;fürdőszoba
Orsolya utca;4,8;2,1;fürdőszoba
Sarlófű utca;1,3;1,5;WC
Rózsamajor köz;2,5;2,9;konyha
Pacikert utca;3,6;2,5;konyha
Mandula utca;2,5;2,7;háló
Boszorkányfű utca;4,8;3,6;nappali
Panoráma tér;3,9;2,8;háló
Május 1. utca;3,6;3,8;háló
Basahíd utca;1;1,2;WC
Nyilassy utca;2,3;2,5;fürdőszoba
Huba köz;2,2;1,4;erkély
Tóparti út;1,5;2,6;kamra
Tengelic dűlő;2,2;1,5;gardrób
Ady park;3,6;3,6;háló
Kövirózsa utca;3,7;2,8;háló
Nyárfasor utca;2,7;2,4;fürdőszoba
Faraktár utca;2,2;3,9;dolgozószoba
Liliomkert utca;3,7;3,3;háló
Gyimes utca;5,9;5;nappali
Part út;3,9;4,3;nappali
Zsurló utca;3,9;3,7;háló
Káliz utca;1,9;1,3;erkély
Barátság utca;4,4;2,7;háló
Erzsébet utca;2,7;2,7;konyha
Hullám utca;3,6;3,7;háló
Figyelőhalmi út;0,8;0,9;kamra
Csipkebogyó utca;1,1;1,3;kamra
Kormorán utca;2;4,2;fürdőszoba
Veresgyűrű utca;4;4,8;nappali
Déri tér;1;1,4;WC
Kórház utca;3,4;3,6;gardrób
Géresi utca;5,2;5,3;nappali
Tas utca;2,9;3,6;konyha
Kaszás utca;3,8;3,9;fürdőszoba
Part út;2,1;2,8;konyha
Kisvasút sor;4,3;2,4;fürdőszoba
Ungvár utca;3,1;5;háló
Pasztinák köz;1,8;1,8;gardrób
Basahíd utca;3,8;3,3;háló
Fogarasi utca;4,8;4,3;nappali
Dohányos utca;1,8;1,5;kamra
Szíjártó köz;3,3;4,3;háló
Regina utca;3,6;3,8;terasz
Jávorka utca;1,3;1,2;WC
Fenyőmag utca;4,6;5,4;konyha
Rahói utca;1,3;1,4;WC
Újsor utca;2;2,3;erkély
Mayer Miklós utca;2,4;3,3;háló
Árnyas utca;3,2;3,8;háló
Hatvan utca;3,6;4,2;háló
Gerle utca;1,9;2,3;gardrób
Hajlat utca;3,4;3,7;háló
Béke utca;2,8;4,2;háló
Gyöngyvessző utca;3,1;2,6;háló
Vadkerti tér;5,3;2,5;konyha
Szöcske utca;3;2,3;erkély
Szérűskerti sor;3,6;2;konyha
Báthori utca;3,3;4,5;háló
Pincés utca;2,7;3,9;háló
Vadrózsa sor;4,1;2,9;fürdőszoba
Vadliba utca;4,7;3,8;fürdőszoba
Ormós Lajos utca;2,3;2,1;dolgozószoba
Báthori utca;2,8;2,8;mosókonyha
Herke utca;3,9;2,5;háló
Rózsamajor köz;3,8;2,5;háló
Kormorán utca;3,3;4,9;háló
Ezüst utca;2,4;3,1;konyha
Madár utca;2,3;2,8;háló
Kisfaludy Sándor út;3,3;4,1;háló
Katicavirág utca;3,2;2,9;fürdőszoba
Csurgó utca;3,9;3,3;mosókonyha
Nagyszántó utca;2,6;2,2;erkély
Pincés utca;3,8;2,3;háló
Parittya utca;2,8;3;erkély
Baross Gábor utca;4,9;5,5;nappali
Felhő utca;4,9;4,7;nappali
Dolgos utca;3,5;4;háló
Felsőpércsi utca;1,6;1,3;erkély
Perényi utca;4;3,6;háló
Ív utca;2,7;3,2;konyha
Mozsár utca;3,1;4,3;háló
Bognár utca;4,4;3,7;háló
Bem utca;5,2;5;nappali
Dandár utca;3,7;3,4;fürdőszoba
Gábor Áron utca;3,2;3,5;háló
Gerle utca;2,4;4;háló
Gyimesi utca;2,9;3,3;háló
Jégmadár utca;3,2;4,3;háló
Föld utca;1,5;1,1;WC
Liliomkert utca;2,7;4;kamra
Fogarasi utca;4,7;2,3;konyha
Martinka sor;2,5;2,3;fürdőszoba
Síntelep utca;3,6;2,3;konyha
Harangos utca;2,2;2,9;erkély
Pacsirta utca;0,9;1;kamra
Tanbánya út;2;2,3;háló
Pancsovai utca;1,8;1,4;kamra
Törökverő utca;1,3;1,5;WC
Zsombolyai utca;3,7;3,5;dolgozószoba
Kontyvirág utca;2,1;2,7;konyha
Krisztina utca;3,6;3,3;dolgozószoba
Ipar dűlő;3;3,7;háló
Péchy utca;2,9;4,9;háló
Bóbita utca;1,3;1,5;WC
Béke utca;2,8;3;háló
Káliz utca;3,1;3;konyha
Kard utca;4,3;3,9;konyha
Sándorfalvi út;5,9;3;konyha
Gyevi utca;2;2,3;fürdőszoba
Cserép köz;2,9;2,2;fürdőszoba
Páfrány utca;2,7;2,2;konyha
Borbála utca;2,3;2,2;erkély
Főző utca;3;4,8;fürdőszoba
Tisza utca;5,3;6;nappali
Szentmihályteleki utca;3,8;4,8;nappali
Kormorán utca;4,1;3,3;háló
Káka utca;3,3;2,6;konyha
Piac utca;2,4;4;konyha
Kamilla utca;4,7;4,5;nappali
Gorkij utca;3,3;4,7;háló
Bellegelői út;3,1;2,8;háló
Páfrány utca;3,6;2,8;háló
Vadliba utca;4,3;2,9;háló
Köteles utca;3;3,8;háló
Balzsamfű utca;2,3;2,1;erkély
Százados utca;3,9;4,9;háló
Bethlen Gábor utca;3,5;3,8;dolgozószoba
Költő utca;3,1;4,2;háló
Péterfia dűlő;1,1;1,1;WC
Balzsamfű utca;3,6;3,2;háló
Monostorerdő köz;3,4;2,6;háló
Lőcsei utca;2,7;2,8;fürdőszoba
Csereág utca;4,2;3,8;nappali
Bethlen Gábor utca;2,4;2,2;erkély
Arany Sándor utca;4,4;4,6;háló
Lant utca;1;0,9;kamra
Szamóca utca;3,6;2,5;dolgozószoba
Sajó utca;3,2;3,2;háló
Vágóhíd utca;2,4;2,1;erkély
Gyöp sor;3,8;2,8;háló
Nagyfekete út;4,7;4,5;háló
Hortenzia utca;1,1;1,3;WC
Bartók Béla út;2,6;2,1;fürdőszoba
Tas utca;3,9;3,3;háló
Nyilassy utca;5,9;4,4;nappali
Rövid köz;4,2;3,6;nappali
Gomba utca;4,3;4,3;háló
Szentháromság utca;2;1,9;WC
Merkúr utca;2,8;2,8;fürdőszoba
Sesztina utca;1,1;1,1;WC
Nagyfekete út;3,1;3,5;fürdőszoba
Kartács utca;4,5;2,2;háló
Olajfa utca;3,4;2,4;terasz
Szepesi utca;4;2,3;háló
Pemetefű utca;2,5;3;háló
Tyukod utca;5;3,8;nappali
Kecskeméti utca;2,4;3,7;háló
Pesti utca;2,5;5,6;konyha
Nagy Lajos utca;4,9;4,8;nappali
Kamilla utca;3,5;4,1;háló
Ráchegy utca;1,8;2,7;erkély
Olajfa utca;3;5,1;konyha
Éger utca;1,2;1,4;WC
Petőfi Sándor utca;1,5;1,3;WC
Pulz utca;4,4;4,9;nappali
Ráchegy utca;1,4;1,4;WC
Rózsavölgy utca;2,1;2,7;dolgozószoba
Bihari utca;3,4;2,3;konyha
Erzsébet utca;2,1;2,4;háló
Bocskai utca;2,4;3,4;gardrób
Lechner tér;2,6;3,7;háló
Mozsár utca;3,1;2,8;kamra
Szikra utca;2,9;4,2;háló
Szérűskert utca;3;2,1;fürdőszoba
Bóbita utca;1,9;2,5;gardrób
Vág utca;3,7;3,3;terasz
Tímár utca;3,5;3,4;háló
Merkúr út;5;5,1;nappali
Vadkacsa köz;2,4;2,1;dolgozószoba
Barátság utca;4,6;4,5;nappali
Trafó köz;3,3;2,3;kamra
Balzsamfű utca;4,4;5,6;konyha
Hegyköz utca;2;4,5;háló
Sáfrány utca;3,9;4,6;nappali
Porzó utca;3,6;4,9;háló
Debreceni út;3,6;3,1;konyha
Arató utca;1,4;1,4;WC
Pinty utca;2,1;2,7;erkély
Tóparti út;2,5;3;dolgozószoba
Lóding utca;2,5;2;konyha
Bánk bán utca;3,5;3,5;konyha
Odú utca;2,1;3;fürdőszoba
Nagybotos utca;2,2;3,6;háló
Tenkes köz;0,9;0,9;kamra
Fonógyári út;3,4;3;háló
Krisztina utca;3,5;2,5;háló
Palotás utca;1,2;1,2;WC
Ifjúság útja;1,6;2;gardrób
Legátus utca;2,2;1,4;erkély
Bartók Béla tér;1,3;1,3;erkély
Balzsamfű utca;5,7;3,7;konyha
Pelyva utca;3,7;2,1;konyha
Ostoros utca;2,1;3,2;fürdőszoba
Palánták dűlő;2,8;2,9;dolgozószoba
Hattyú utca;2,4;3,5;konyha
Mézeskalácsos utca;0,9;1;kamra
Sziget utca;4,4;2,2;fürdőszoba
Öreghegyi utca;2,7;2,4;háló
Rézöntő utca;4,3;4,9;nappali
Panoráma tér;2;2,9;erkély
Mézeskard utca;2,5;3,3;fürdőszoba
Boroszlán utca;3,7;3,9;nappali
Küküllői utca;4;2,8;konyha
Csemete utca;2,5;3,2;háló
Nyárfasor utca;3,1;2,7;háló
Éva utca;1,2;1,1;WC
Lilla tér;3,2;2;háló
Ludányi Antal utca;1,6;3,2;kamra
Gerle utca;3,7;3,1;háló
Hangyás köz;1,7;1,1;WC
Tápai utca;3,3;3,1;háló
Nyitra utca;1,1;1,3;kamra
Sóvirág út;4,7;2,6;háló
Zöldmező utca;5,1;6,4;nappali
Fürtös köz;2,8;3;fürdőszoba
Petőfi tér;3,6;3,2;háló
Bellegelői út;2,3;2,1;konyha
Kard utca;3,7;2,1;kamra
Hatvan utca;3;2;fürdőszoba
Völgyalja utca;4,1;4,3;nappali
Rózsamajor köz;3,3;3,6;háló
Síp utca;3,5;4,7;háló
Nagyszántó utca;4,7;3,8;háló
Tóparti út;4;3,9;fürdőszoba
Teve utca;3,5;3,2;háló
Liliomkert utca;4;2,9;háló
Pósa utca;3,7;2,2;mosókonyha
Kút utca;3,7;2,6;dolgozószoba
Balzsamfű utca;6,7;4,1;nappali
Fűtőház köz;2,7;3,8;dolgozószoba
Csertő utca;2,1;2,4;gardrób
Hajós Alfréd utca;1,1;2;kamra
Zólyom utca;2,7;2,5;fürdőszoba
Kút utca;1,6;1,8;kamra
Átrium köz;2,1;2,4;erkély
Arany Sándor utca;2,3;2,4;erkély
Fecske köz;2,2;2,9;fürdőszoba
Pósa utca;4,6;5;konyha
Porzó utca;1,9;2,5;kamra
Homoródi utca;4,4;4,8;nappali
Nagyszéki út;3,8;2,4;háló
Porzó utca;2,5;3,9;konyha
Szoboszlói út;2,8;3,6;háló
Gomba utca;1,2;1,6;WC
Mester utca;4,1;4,2;háló
Szilvásújfalvi utca;2,8;4,3;háló
Herke utca;4,2;4,6;nappali
Mandula utca;2,5;3,2;konyha
Verőszala utca;3,5;3,3;dolgozószoba
Szarvas tér;3,7;4,9;háló
Pelyva utca;1,8;2,3;erkély
Kereskedő köz;2,4;1,5;erkély
Bodrog utca;2,2;2,8;háló
Olasz utca;2,2;1,5;erkély
Janicsár utca;3,8;3,5;dolgozószoba
Madár utca;3,7;2,4;háló
Mézeskard utca;1,1;1,6;WC
Átrium köz;3,2;2,5;gardrób
Sarlófű utca;2,1;2;gardrób
Várad utca;1,8;1,6;kamra
Pelyva utca;2,1;2,2;fürdőszoba
Remenyik Zsigmond utca;2,7;2,6;fürdőszoba
Cinege utca;3,8;2;fürdőszoba
Harkály utca;3,3;2,6;kamra
Küküllő utca;2,2;3,5;gardrób
Palóc utca;4,1;3,7;fürdőszoba
Szövetkezeti út;1,7;2;gardrób
Kölcsey Ferenc utca;4,9;3,8;fürdőszoba
Kinizsi utca;3,6;2;háló
Zsurló utca;2,7;2,1;fürdőszoba
Nagyfekete út;3,1;4,2;háló
Közép fasor;2,1;2,1;konyha
Daru utca;1,3;1,2;WC
Körtvélyes utca;2,7;3;fürdőszoba
Sóvirág út;2;3,6;gardrób
Gyékényesi út;6,9;5,5;nappali
Benczúr Gyula utca;4,1;2,9;konyha
Várad utca;3,8;4,9;nappali
József Attila utca;1,8;2;kamra
Ostoros utca;2,7;3,3;konyha
Nagyfekete út;5,1;6,9;nappali
Hungária utca;2;2,7;fürdőszoba
Hell Miksa utca;4,4;4,4;nappali
Jázmin utca;4,3;3,6;háló
Tengelic dűlő;3,4;4,6;konyha
Földibodza utca;3;3,2;konyha
Csurgó utca;4,8;3,8;háló
Bartók Béla tér;3,5;3,6;háló
Pesti utca;2,7;3;háló
Olajfa utca;4;3,3;fürdőszoba
Bodomi út;2,3;3,5;dolgozószoba
Pákász utca;3,1;4,6;háló
Öthalom utca;2,7;4,4;konyha
Lóding utca;1;0,9;kamra
Ráchegy utca;1;1,3;WC
Pinty utca;4,7;3,2;fürdőszoba
Kece utca;5,6;2,8;konyha
Pákász utca;2,1;3,9;fürdőszoba
Lilla köz;2,7;2,8;dolgozószoba
Tócópart utca;7;5,9;nappali
Kanális utca;1,8;2,9;erkély
Cserép köz;2,9;2,1;fürdőszoba
Orgona sor;4;5;nappali
Hatvan utca;4,8;6,9;nappali
Föld utca;5,9;6,5;nappali
Havasigyopár utca;4,1;5,4;nappali
Gyimes utca;2,7;2,3;háló
Lenkei János utca;2,5;3,6;háló
Emese utca;0,9;0,9;kamra
Vadmálna utca;1,3;1,7;WC
Toldás köz;2,3;3,4;fürdőszoba
Fekete István utca;2;2,6;fürdőszoba
Ispotály utca;2,6;2;erkély
Nárcisz köz;3,6;4,5;fürdőszoba
Petőfi tér;0,9;0,9;kamra
Csemete utca;3,5;3,8;háló
Telep utca;2;3,5;konyha
Lámpás utca;4,3;4,9;nappali
Várad utca;2,1;1,7;gardrób
Fogarasi utca;2,7;3;háló
Jégmadár utca;2,5;2,8;gardrób
Töhötöm utca;4;2,4;konyha
Szélső sor;2,5;3,8;háló
Madár utca;4;2,7;háló
Honfoglalás utca;1,6;2;erkély
Boldizsár utca;3,7;3;dolgozószoba
Alkony utca;2,5;2,2;dolgozószoba
Sípos köz;1,1;1,9;kamra
Tóparti út;4,8;4,6;háló
Trencsén utca;3,2;2,7;fürdőszoba
Úszó utca;2,5;2,2;fürdőszoba
Alkony utca;1,3;1,4;erkély
Sípos köz;4,3;2,8;háló
Tyukod utca;3,8;2,9;háló
Csertő utca;1,3;1,2;WC
Hátszegi utca;2,1;2,4;fürdőszoba
Ludányi Antal utca;4,1;3,8;konyha
Zöldmező utca;3,8;4,6;fürdőszoba
Kinizsi Pál utca;1,5;1,2;kamra
Debreceni út;3,6;2,2;dolgozószoba
Mészöly Géza utca;3,4;3,5;háló
Fóliás utca;4,9;3,4;fürdőszoba
Kincseshegy utca;2,9;2,9;fürdőszoba
Ispotály utca;4,9;3,1;háló
Szikigyakor utca;1,4;1,3;WC
Vágóhíd utca;3,1;2,2;fürdőszoba
Sajtoló utca;3,1;2,2;háló
Görgény utca;3,5;4,4;háló
Arató utca;2;1,3;kamra
Ingovány utca;6,5;4,8;nappali
Vaskapu utca;4;3,4;fürdőszoba
Borbolya utca;0,8;1;kamra
Ujjaskosbor utca;1,9;1,9;kamra
Lenkei János utca;1,3;1,1;WC
Furmint utca;3;2,1;dolgozószoba
Fenyő utca;3,1;2,7;háló
Rendező tér;3,3;5;háló
Méheskert utca;2,1;3,8;fürdőszoba
Krisztina utca;4,1;2,5;háló
Orgona sor;2,2;3,8;dolgozószoba
Pákász utca;2,6;4,9;háló
Basahalom utca;4,2;4,3;nappali
Toldás köz;5;2,2;fürdőszoba
Szérűskerti sor;4,2;2,4;fürdőszoba
Szeremlei utca;2,3;3,9;háló
Lóverseny utca;3,8;3,4;gardrób
Görgény utca;1,1;1,3;WC
Erdészház utca;3,1;4;háló
Kubikos utca;5,5;5,1;nappali
Nyárfa utca;1,2;1,1;WC
Paphegy utca;2,3;5,1;konyha
Fekete István utca;2,1;2,1;háló
Kövirózsa utca;2,9;5;konyha
Kormorán utca;5,4;4;konyha
Jázmin utca;3;3,4;háló
Vadkerti tér;2,7;1,7;kamra
Szíjártó köz;4,3;3,8;háló
Boldizsár utca;1,2;1,3;WC
Orgona sor;3,1;3,4;fürdőszoba
Toldás köz;3,3;2,2;terasz
Csöndes utca;2,7;2,3;fürdőszoba
Holdsugár utca;1,4;1,3;WC
Part út;1;0,9;kamra
Csipkebogyó utca;2,6;3,7;háló
Baross Gábor utca;1,7;1,7;gardrób
Mátyás király utca;4,3;4,2;háló
Kondorosiér út;3,9;2,2;háló
Vértanú utca;3,6;3,1;terasz
Dévai utca;2,9;3,8;háló
Szélső sor;3,1;3,6;háló
Tóparti út;3,1;3,8;mosókonyha
Trafó köz;3,7;4,5;háló
Tündérhegy utca;2,3;3,1;konyha
Rézmetsző utca;4,1;2,5;háló
Almafa utca;5,2;4,8;konyha
Ungvár utca;3,2;4,9;konyha
Rózsamajor út;2,2;2,9;fürdőszoba
Halastó utca;1,1;1,1;WC
Kard utca;1,7;1,6;WC
Medok utca;3,1;3,5;kamra
Merkúr utca;4,8;4;nappali
Vág utca;4,2;4,9;háló
Panda tér;3;3,4;konyha
Szentiváni dűlő;6,2;6,3;nappali
Porzó utca;6;4,7;nappali
Ifjúság útja;2,5;3,9;fürdőszoba
Magház utca;2,6;2,9;háló
Lőcsei utca;2,1;2,4;háló
Nagyrét utca;4,3;4,1;háló
Bondorhát utca;2,2;3,6;háló
Panda tér;1,3;1,2;WC
Pék utca;2,8;2,6;konyha
Zsurló utca;0,8;0,9;kamra
Barcaság utca;2,6;2;erkély
Hegyközség utca;4,1;4,4;nappali
Szentháromság utca;2,6;2,2;erkély
Gyergyó utca;3,1;4,2;háló
Zsolnai utca;2,6;3,3;háló
Bartók Béla út;2,5;4,5;konyha
Vályogos utca;3,5;4,7;háló
Szömörce utca;3,5;2,2;konyha
Perényi utca;3,9;3,4;dolgozószoba
Gyergyó utca;1,7;2;kamra
Rózsavölgy utca;3,7;3,7;háló
Rétikanyar utca;3,2;3,4;háló
Nagyszéki út;2,2;2,9;háló
Tinódi utca;4,5;4,5;nappali
Aranyosi utca;3;3,3;dolgozószoba
Nagy Lajos utca;1,4;1,3;WC
Vécsey utca;4,8;4,5;háló
Fagyal utca;1,3;1,3;kamra
Zárda utca;6,8;6,9;nappali
Harangos utca;2,6;1,9;erkély
Piroska tér;3,3;3,2;háló
Victor Hugo utca;3,5;3,1;háló
Piroska tér;4,2;3,8;nappali
Dózsa köz;3,9;4,2;nappali
Gomba utca;3,8;3,1;kamra
Bocskai utca;2,1;2,3;erkély
Bem utca;4,2;4,1;nappali
Szikigyakor utca;2,2;2,1;gardrób
Örökzöld köz;2,8;2,8;fürdőszoba
Tőzsér utca;0,9;0,8;kamra
Krónikás utca;2,7;2,7;erkély
Thomas Mann utca;2,5;2,4;háló
8. utca;5,4;6,1;nappali
Aranyosi utca;1,9;1,4;kamra
Fogarasi utca;5,6;5,9;nappali
Nagyszéki út;2,4;3,4;dolgozószoba
Haláp utca;4;4,4;nappali
Bükkmogyoró utca;3,7;3,7;háló
Közép fasor;3,1;2;dolgozószoba
Borbála utca;2,1;2,4;terasz
Szitás utca;2,7;2,9;háló
Bornemissza utca;2;1,6;WC
Hatvan utca;1,8;3,6;kamra
Tímár utca;4,5;3,3;konyha
Major utca;5,4;5,5;nappali
Szegfűszeg utca;2,8;3;dolgozószoba
Hadnagy utca;1,3;1,4;WC
Károli Gáspár utca;4,4;4,1;nappali
Nyárfasor utca;3,8;3,9;konyha
Gyulafehérvári utca;2,8;3,3;fürdőszoba
Kalcit köz;2,6;2,1;dolgozószoba
Gyékényesi út;3,6;3,6;fürdőszoba
Dicsőfi utca;2,6;3;konyha
Radnóti utca;5;4,9;nappali
Gomba utca;5;4,7;háló
Bárány utca;1,9;2,9;erkély
Görgény utca;2,9;3,5;fürdőszoba
Szikes utca;4,6;3,6;nappali
Richter Gedeon utca;3,4;3;háló
Dorogi utca;5;6,5;nappali
Merkúr utca;1,2;2,2;erkély
Föltámadás utca;1,1;1,4;WC
Vályogos utca;4;3,4;gardrób
Bellegelői út;4,5;4,2;nappali
Alkony utca;3,9;2,3;háló
Kartács utca;2,1;3,7;háló
Bán utca;3,1;3,8;gardrób
Pesti utca;2,5;2,8;dolgozószoba
Parittya utca;5,3;4;konyha
Gerle utca;2,1;4,4;háló
Nagy-Eged utca;4,1;3,6;háló
Szőlő utca;3,8;3,9;nappali
Csipkebogyó utca;3,3;4,4;háló
Csörsz utca;3,5;2,8;dolgozószoba
Tárnokfű utca;5,5;4,2;nappali
Piac utca;3,4;3,7;háló
Thomas Mann utca;2,3;2,8;konyha
Kölcsey Ferenc tér;3,2;2,1;háló
Hungária utca;1,8;1,1;WC
Átrium köz;5,8;4,1;nappali
Porzó utca;2,6;2,9;mosókonyha
Palicsi utca;1,6;1,6;kamra
Merkúr utca;2,9;2,3;fürdőszoba
Átrium köz;1,1;1,6;WC
Eszterházy tér;0,9;1;kamra
Szigony utca;1,2;1,4;WC
Leánder utca;3,7;3,3;konyha
Balaton utca;3,9;2,7;fürdőszoba
Sármás utca;4;5,6;nappali
Szoboszlói út;3,7;2,2;dolgozószoba
Ipartelepi köz;2,3;3,8;dolgozószoba
Kisfenyves utca;3,9;2,8;dolgozószoba
Herke utca;2,8;2,9;fürdőszoba
Pelyva utca;3,7;3,7;dolgozószoba
Kölcsey Ferenc tér;3,1;4;dolgozószoba
Határőr utca;1,2;1,3;WC
Zöldmező utca;2,5;3,3;háló
Görgény utca;3,9;3,2;fürdőszoba
Sármás utca;5;2,5;konyha
Vető utca;4,1;2,2;konyha
Köszörűs utca;1;0,9;kamra
Eszperantó tér;3,6;3,4;konyha
Unokakert utca;6,1;5,9;nappali
Lakatgyár utca;4,1;3,5;háló
Verőszala utca;4,4;3,6;háló
Margitvirág utca;2,3;3,1;fürdőszoba
Hasító utca;2,2;2,3;konyha
Pelyva utca;3,6;3,6;háló
Gőz utca;3,3;3,5;konyha
Károli Gáspár utca;2,8;2,3;háló
Károli Gáspár utca;3,6;5,2;nappali
Pisztácia utca;3,8;2,5;dolgozószoba
Nagykőporos út;3,7;4;háló
Gyimesi utca;4,9;2,5;fürdőszoba
Szilágyság utca;2,5;2,1;erkély
Pöstyéni utca;3,2;3,3;háló
Görgey utca;1,7;1,6;WC
Herke utca;1,9;2;erkély
Akácfa utca;2,4;5;konyha
Kastély köz;5,7;4,9;nappali
Kormorán utca;5,3;4,6;konyha
Petőfi tér;2,6;2,4;háló
Felhő utca;3,4;3,3;háló
Töviskes utca;3,5;2,7;konyha
Tyukod utca;2,1;3,2;fürdőszoba
Küküllő utca;2,8;2,8;kamra
Károli Gáspár utca;4,5;3,3;konyha
Hell Miksa utca;3,2;2,4;háló
Fenyőmag utca;4;4,2;háló
Kisbánya utca;3,6;2,3;háló
Cinege utca;2;3,4;dolgozószoba
